_id,APPLICATION_,STATUS,X,Y,WARD_NAME,Watercourse_Viol,Wetland_Viol,Overall_Status,Violation_Type
19078,20 230363 ESC 20 SB,Under Review ,325342.929000000003725,4842841.754999999888241,Scarborough Southwest,NO,NO,PASS,None
19080,21 235248 STE 13 CD,Under Review ,315615.673999999999069,4834654.497999999672174,Toronto Centre,NO,NO,PASS,None
19082,20 199761 STE 14 SA,Under Review ,318244.833999999973457,4836529.461000000126660,Toronto-Danforth,NO,NO,PASS,None
19090,25 137857 ESC 24 SA,Under Review ,326857.271000000007916,4844511.271999999880791,Scarborough-Guildwood,NO,NO,PASS,None
19114,21 172862 WET 03 SB,Under Review ,305357.742000000027474,4830902.224000000394881,Etobicoke-Lakeshore,NO,NO,PASS,None
19115,21 172862 WET 03 SB,Under Review ,305229.277000000001863,4830900.050999999977648,Etobicoke-Lakeshore,NO,NO,PASS,None
19124,21 234394 STE 14 SB,Under Review ,316975.245999999984633,4835060.348000000230968,Toronto-Danforth,NO,NO,PASS,None
19125,21 215740 STE 10 SB,Under Review ,313898.146999999997206,4834280.842000000178814,Spadina-Fort York,NO,NO,PASS,None
19127,22 241809 STE 14 SA,Under Review ,316853.277000000001863,4834870.765999999828637,Toronto-Danforth,NO,NO,PASS,None
19128,23 102712 WET 07 SA,Under Review ,303365.597000000008848,4841840.405000000260770,Humber River-Black Creek,NO,NO,PASS,None
19129,25 185149 ESC 22 SB,Under Review ,321707.614999999990687,4848974.082000000402331,Scarborough-Agincourt,NO,NO,PASS,None
19130,25 179966 NNY 08 SA,Under Review ,309425.342999999993481,4840469.884999999776483,Eglinton-Lawrence,NO,NO,PASS,None
19143,21 228631 WET 03 CD,Under Review ,305131.370999999984633,4830786.143000000156462,Etobicoke-Lakeshore,NO,NO,PASS,None
19146,22 138885 STE 11 SA,Under Review ,312482.291000000026543,4836097.311999999918044,University-Rosedale,NO,NO,PASS,None
19154,22 110426 NNY 18 SA,Under Review ,313791.566999999980908,4847012.167999999597669,Willowdale,NO,NO,PASS,None
19156,22 138885 STE 11 SA,Under Review ,312481.544999999983702,4836091.942999999970198,University-Rosedale,NO,NO,PASS,None
19164,17 112623 NNY 15 SB,Under Review ,309588.180999999982305,4842443.514999999664724,Eglinton-Lawrence,NO,NO,PASS,None
19188,18 268551 NNY 06 SA,Under Review ,307808.950000000011642,4845425.722000000067055,York Centre,NO,NO,PASS,None
19244,24 123437 ESC 22 SB,Under Review ,320875.829000000027008,4851696.314000000245869,Scarborough-Agincourt,NO,NO,PASS,None
19247,15 258711 ESC 37 SA,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19287,26 125774 ESC 20 OZ,Under Review ,322168.108000000007451,4838776.377999999560416,Scarborough Southwest,NO,NO,PASS,None
19288,25 256546 WET 03 SA,Under Review ,304888.255999999993946,4834195.724999999627471,Etobicoke-Lakeshore,NO,NO,PASS,None
19292,21 234759 STE 10 SB,Under Review ,313918.700000000011642,4833954.059000000357628,Spadina-Fort York,NO,NO,PASS,None
19309,22 138985 STE 13 SA,Under Review ,314684.762999999977183,4834060.092000000178814,Toronto Centre,NO,NO,PASS,None
19312,23 187566 ESC 22 SA,Under Review ,322142.467000000004191,4848723.694000000134110,Scarborough-Agincourt,NO,NO,PASS,None
19315,21 234936 ESC 21 CD,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19321,23 139161 ESC 24 SA,Under Review ,328154.972000000008848,4844950.413999999873340,Scarborough-Guildwood,NO,NO,PASS,None
19333,22 153990 STE 13 SA,Under Review ,314395.310999999986961,4836577.730000000447035,Toronto Centre,NO,NO,PASS,None
19334,22 153990 STE 13 SA,Under Review ,314379.533999999985099,4836355.667000000365078,Toronto Centre,NO,NO,PASS,None
19337,20 166443 NNY 15 SA,Under Review ,313864.760000000009313,4840907.163999999873340,Don Valley West,NO,NO,PASS,None
19338,20 166443 NNY 15 SA,Under Review ,313872.798999999999069,4840907.008000000379980,Don Valley West,NO,NO,PASS,None
19346,26 156705 NNY 17 OZ,Under Review ,314499.417000000015832,4847477.313000000081956,Don Valley North,NO,NO,PASS,None
19356,22 192722 NNY 08 SB,Under Review ,308343.391999999992549,4841350.634999999776483,Eglinton-Lawrence,NO,NO,PASS,None
19359,24 110369 ESC 22 SB,Under Review ,318435.925999999977648,4850256.167000000365078,Scarborough-Agincourt,NO,NO,PASS,None
19367,25 138195 NNY 18 SB,Under Review ,310295.920999999972992,4848278.339999999850988,Willowdale,NO,NO,PASS,None
19372,26 185171 NNY 17 OZ,Under Review ,313600.255000000004657,4848593.253999999724329,Don Valley North,NO,NO,PASS,None
19380,18 202629 ESC 39 SA,Under Review ,322190.438000000023749,4849196.496000000275671,Scarborough-Agincourt,YES,NO,FAIL,Watercourse
19392,19 234471 ESC 23 SA,Under Review ,322490.782999999995809,4852063.048999999649823,Scarborough North,NO,NO,PASS,None
19397,22 136574 STE 09 SA,Under Review ,308396.901000000012573,4837086.552000000141561,Davenport,NO,NO,PASS,None
19398,19 251104 WET 02 SA,Under Review ,300037.324000000022352,4833883.372000000439584,Etobicoke Centre,NO,NO,PASS,None
19399,21 166615 STE 13 SA,Under Review ,313884.939000000013039,4836160.226999999955297,Toronto Centre,NO,NO,PASS,None
19400,21 233477 STE 10 CD,Under Review ,312983.156000000017229,4833703.400999999605119,Spadina-Fort York,NO,NO,PASS,None
19401,21 233477 STE 10 CD,Under Review ,313008.766999999992549,4833695.069000000134110,Spadina-Fort York,NO,NO,PASS,None
19404,22 175297 WET 02 SA,Under Review ,299895.481000000028871,4832387.718000000342727,Etobicoke Centre,NO,NO,PASS,None
19411,22 138739 STE 10 SA,Under Review ,313180.235999999975320,4833738.980000000447035,Spadina-Fort York,NO,NO,PASS,None
19412,25 134881 NNY 18 SA,Under Review ,312467.087999999988824,4846834.183000000193715,Willowdale,NO,NO,PASS,None
19414,26 122265 STE 09 SA,Under Review ,309774.140000000013970,4835137.405000000260770,Davenport,NO,NO,PASS,None
19420,21 236504 NNY 17 CD,Under Review ,314400.445000000006985,4849551.793999999761581,Don Valley North,NO,YES,FAIL,Wetland
19437,21 166710 STE 10 SA,Under Review ,313909.446999999985565,4833965.533999999985099,Spadina-Fort York,NO,NO,PASS,None
19447,21 188404 NNY 15 SA,Under Review ,314114.760000000009313,4844875.043999999761581,Don Valley West,NO,NO,PASS,None
19448,22 140264 NNY 17 SA,Under Review ,319082.466000000014901,4847975.336000000126660,Don Valley North,NO,NO,PASS,None
19459,22 137869 STE 12 SA,Under Review ,313509.199000000022352,4837728.549999999813735,Toronto-St. Paul's,NO,NO,PASS,None
19465,22 175297 WET 02 SA,Under Review ,299887.759000000020023,4832408.233000000007451,Etobicoke Centre,NO,NO,PASS,None
19466,21 235904 STE 13 SB,Under Review ,314346.786000000021886,4836027.946999999694526,Toronto Centre,NO,NO,PASS,None
19475,20 153714 STE 12 SA,Under Review ,310989.215000000025611,4837841.934000000357628,Toronto-St. Paul's,NO,NO,PASS,None
19478,21 221001 STE 13 SB,Under Review ,313884.939000000013039,4836160.226999999955297,Toronto Centre,NO,NO,PASS,None
19479,21 235160 STE 13 SB,Under Review ,315787.784999999974389,4834870.008999999612570,Toronto Centre,NO,NO,PASS,None
19481,23 138551 STE 12 SA,Under Review ,309005.576000000000931,4839271.819000000134110,Toronto-St. Paul's,NO,NO,PASS,None
19482,26 122265 STE 09 SA,Under Review ,309923.332999999984168,4835292.483000000007451,Davenport,NO,NO,PASS,None
19483,26 213803 STE 04 SA,Application Received,310180.114999999990687,4832447.947999999858439,Parkdale-High Park,NO,NO,PASS,None
19497,22 204171 ESC 21 SA,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19499,24 228960 STE 13 OZ,Under Review ,314684.762999999977183,4834060.092000000178814,Toronto Centre,NO,NO,PASS,None
19511,24 216579 STE 13 SA,Under Review ,314651.597999999998137,4836286.438000000081956,Toronto Centre,NO,NO,PASS,None
19526,25 236994 NNY 15 SA,Under Review ,314284.462999999988824,4844230.658999999985099,Don Valley West,NO,NO,PASS,None
19530,24 210682 ESC 21 OZ,Under Review ,322163.396000000007916,4843086.565000000409782,Scarborough Centre,NO,NO,PASS,None
19533,22 238620 NNY 18 OZ,Under Review ,309936.233000000007451,4848090.816999999806285,Willowdale,NO,NO,PASS,None
19537,24 254928 WET 01 SA,Under Review ,298402.922000000020489,4839982.439000000245869,Etobicoke North,NO,NO,PASS,None
19543,21 234394 STE 14 SB,Under Review ,317016.549999999988358,4835024.406000000424683,Toronto-Danforth,NO,NO,PASS,None
19546,25 187784 NNY 06 OZ,Under Review ,308133.142999999981839,4845609.435999999754131,York Centre,NO,NO,PASS,None
19549,22 204192 ESC 21 SA,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19550,22 192792 NNY 08 SA,Under Review ,309831.713999999978114,4841712.934000000357628,Eglinton-Lawrence,NO,NO,PASS,None
19561,20 225403 NNY 17 PL,Under Review ,319082.466000000014901,4847975.336000000126660,Don Valley North,NO,NO,PASS,None
19564,22 139121 STE 12 SA,Under Review ,313572.864999999990687,4840828.942999999970198,Toronto-St. Paul's,NO,NO,PASS,None
19571,25 159447 STE 10 CD,Under Review ,313010.568000000028405,4833638.453999999910593,Spadina-Fort York,NO,NO,PASS,None
19573,24 105045 ESC 22 OZ,Under Review ,318435.925999999977648,4850256.167000000365078,Scarborough-Agincourt,NO,NO,PASS,None
19576,26 161475 STE 14 SB,Under Review ,316836.370999999984633,4833974.316999999806285,Toronto-Danforth,NO,NO,PASS,None
19597,21 230120 STE 09 CD,Under Review ,308396.901000000012573,4837086.552000000141561,Davenport,NO,NO,PASS,None
19631,14 129869 WET 05 SA,Under Review ,299517.011999999987893,4830763.739000000059605,Etobicoke-Lakeshore,NO,NO,PASS,None
19632,16 209876 ESC 44 OZ,Under Review ,329932.423000000009779,4849441.504999999888241,Scarborough-Rouge Park,NO,NO,PASS,None
19633,16 209876 ESC 44 OZ,Under Review ,329746.734999999986030,4849823.918999999761581,Scarborough-Rouge Park,NO,NO,PASS,None
19651,24 140233 STE 14 SA,Under Review ,316667.292000000015832,4836073.735000000335276,Toronto-Danforth,NO,NO,PASS,None
19663,22 139825 WET 03 SA,Under Review ,302507.993000000016764,4834200.508000000379980,Etobicoke-Lakeshore,NO,NO,PASS,None
19679,19 262757 WET 07 SA,Under Review ,303596.245999999984633,4842484.942999999970198,Humber River-Black Creek,NO,NO,PASS,None
19697,21 119572 NNY 06 SB,Under Review ,305762.805999999982305,4845547.649000000208616,York Centre,NO,NO,PASS,None
19699,21 157799 STE 04 SA,Under Review ,307160.003000000026077,4832833.120000000111759,Parkdale-High Park,NO,NO,PASS,None
19700,21 222287 ESC 25 CD,Under Review ,331138.717999999993481,4848544.605000000447035,Scarborough-Rouge Park,NO,NO,PASS,None
19719,17 237276 STE 18 SB,Under Review ,309774.140000000013970,4835137.405000000260770,Davenport,NO,NO,PASS,None
19730,26 122305 STE 09 SA,Under Review ,309774.140000000013970,4835137.405000000260770,Davenport,NO,NO,PASS,None
19731,26 122305 STE 09 SA,Under Review ,309923.332999999984168,4835292.483000000007451,Davenport,NO,NO,PASS,None
19733,24 233888 WET 03 SA,Under Review ,303251.601000000024214,4829455.088000000454485,Etobicoke-Lakeshore,NO,NO,PASS,None
19734,26 183202 STE 10 OZ,Under Review ,310820.039999999979045,4833021.665000000037253,Spadina-Fort York,NO,NO,PASS,None
19738,22 140739 STE 14 SA,Under Review ,319009.369000000006054,4836696.877999999560416,Toronto-Danforth,NO,NO,PASS,None
19739,21 203361 STE 12 SA,Under Review ,308878.468999999982771,4839310.968000000342727,Toronto-St. Paul's,NO,NO,PASS,None
19740,21 179627 STE 12 SA,Under Review ,313628.450000000011642,4840603.804999999701977,Toronto-St. Paul's,NO,NO,PASS,None
19745,26 206628 STE 11 SA,Under Review ,313851.956999999994878,4836584.200000000186265,University-Rosedale,NO,NO,PASS,None
19748,21 124972 NNY 18 SA,Under Review ,310295.920999999972992,4848278.339999999850988,Willowdale,NO,NO,PASS,None
19749,19 218252 STE 10 SA,Under Review ,314974.069000000017695,4833618.876000000163913,Spadina-Fort York,NO,NO,PASS,None
19753,18 272239 ESC 22 SB,Under Review ,322142.467000000004191,4848723.694000000134110,Scarborough-Agincourt,NO,NO,PASS,None
19754,20 154351 ESC 23 SA,Under Review ,325378.857000000018161,4854154.185999999754131,Scarborough North,NO,NO,PASS,None
19756,21 235323 STE 13 CD,Under Review ,315560.706999999994878,4834664.686999999918044,Toronto Centre,NO,NO,PASS,None
19758,22 180536 WET 05 SA,Under Review ,307425.961000000010245,4836717.033999999985099,York South-Weston,NO,NO,PASS,None
19762,17 237276 STE 18 SB,Under Review ,309923.332999999984168,4835292.483000000007451,Davenport,NO,NO,PASS,None
19775,22 204139 ESC 21 OZ,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19776,23 114252 STE 09 SA,Under Review ,310271.659999999974389,4834217.706000000238419,Davenport,NO,NO,PASS,None
19784,22 186083 STE 13 SA,Under Review ,303566.981000000028871,4840545.991999999620020,York South-Weston,NO,NO,PASS,None
19787,21 235372 STE 13 CD,Under Review ,316134.743000000016764,4834974.207999999634922,Toronto Centre,NO,NO,PASS,None
19789,22 238619 NNY 18 SA,Under Review ,309936.233000000007451,4848090.816999999806285,Willowdale,NO,NO,PASS,None
19797,21 201846 STE 09 SA,Under Review ,308948.734999999986030,4835007.060999999754131,Davenport,NO,NO,PASS,None
19798,21 201846 STE 09 SA,Under Review ,308955.309000000008382,4835000.179999999701977,Davenport,NO,NO,PASS,None
19813,21 235027 NNY 18 CD,Under Review ,311693.929000000003725,4846515.264999999664724,Willowdale,NO,NO,PASS,None
19814,22 204157 ESC 21 SB,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19818,21 234935 ESC 21 CD,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19828,18 149098 STE 18 SA,Under Review ,309774.140000000013970,4835137.405000000260770,Davenport,NO,NO,PASS,None
19829,18 149098 STE 18 SA,Under Review ,309923.332999999984168,4835292.483000000007451,Davenport,NO,NO,PASS,None
19849,21 250474 ESC 21 SA,Under Review ,321388.048999999999069,4842856.632000000216067,Scarborough Centre,NO,NO,PASS,None
19850,22 138585 STE 04 SA,Under Review ,308580.739999999990687,4834943.027999999932945,Parkdale-High Park,NO,NO,PASS,None
19852,25 191848 NNY 17 OZ,Under Review ,314455.131999999983236,4847354.450000000186265,Don Valley North,NO,NO,PASS,None
19869,22 137783 STE 12 SA,Under Review ,313276.840000000025611,4838429.657999999821186,Toronto-St. Paul's,NO,NO,PASS,None
19874,26 149124 STE 12 OZ,Under Review ,313628.450000000011642,4840603.804999999701977,Toronto-St. Paul's,NO,NO,PASS,None
19875,21 165270 NNY 17 SA,Under Review ,314400.445000000006985,4849551.793999999761581,Don Valley North,NO,YES,FAIL,Wetland
19878,25 125909 STE 04 SA,Under Review ,305832.708999999973457,4835938.911999999545515,Parkdale-High Park,NO,NO,PASS,None
19881,22 192732 NNY 08 SA,Under Review ,308343.391999999992549,4841350.634999999776483,Eglinton-Lawrence,NO,NO,PASS,None
19883,24 156482 STE 09 SA,Under Review ,309142.941999999980908,4834740.061999999918044,Davenport,NO,NO,PASS,None
19884,25 141826 NNY 08 OZ,Under Review ,309521.820000000006985,4840500.268000000156462,Eglinton-Lawrence,NO,NO,PASS,None
19885,25 173237 STE 12 OZ,Under Review ,309600.673999999999069,4839021.088000000454485,Toronto-St. Paul's,NO,NO,PASS,None
19905,24 241983 WET 01 SA,Under Review ,295484.641000000003260,4845044.955000000074506,Etobicoke North,NO,NO,PASS,None
19925,25 242829 STE 13 SA,Under Review ,316226.668999999994412,4834735.951000000350177,Toronto Centre,NO,NO,PASS,None
19949,26 121277 NNY 17 SA,Under Review ,319082.466000000014901,4847975.336000000126660,Don Valley North,NO,NO,PASS,None
19952,14 259884 NNY 23 SA,Under Review ,312003.538999999989755,4848099.019000000320375,Willowdale,NO,NO,PASS,None
19958,22 242145 STE 12 OZ,Under Review ,312972.843999999982771,4840403.436999999918044,Toronto-St. Paul's,NO,NO,PASS,None
19961,22 204654 STE 10 SA,Under Review ,313919.516999999992549,4834781.928999999538064,Spadina-Fort York,NO,NO,PASS,None
19965,17 112623 NNY 15 SB,Under Review ,309317.126999999978580,4842392.069000000134110,Eglinton-Lawrence,NO,NO,PASS,None
19966,17 112623 NNY 15 SB,Under Review ,309423.961000000010245,4842336.427000000141561,Eglinton-Lawrence,NO,NO,PASS,None
19967,17 112623 NNY 15 SB,Under Review ,309212.880000000004657,4842376.377000000327826,Eglinton-Lawrence,NO,NO,PASS,None
19968,17 112623 NNY 15 SB,Under Review ,309543.369000000006054,4842482.461000000126660,Eglinton-Lawrence,NO,NO,PASS,None
19976,20 232714 STE 12 OZ,Under Review ,312972.843999999982771,4840403.436999999918044,Toronto-St. Paul's,NO,NO,PASS,None
19982,25 211872 NNY 08 SA,Under Review ,309849.145000000018626,4839668.218000000342727,Eglinton-Lawrence,NO,NO,PASS,None
19987,21 213475 STE 12 SA,Under Review ,311188.806999999971595,4838232.190999999642372,Toronto-St. Paul's,NO,NO,PASS,None
20003,21 201461 ESC 21 OZ,Under Review ,326262.570999999996275,4844290.656999999657273,Scarborough Centre,NO,NO,PASS,None
20023,25 269305 STE 10 SA,Under Review ,312003.597000000008848,4832774.627000000327826,Spadina-Fort York,NO,NO,PASS,None
20034,24 106385 ESC 22 OZ,Under Review ,319791.398999999975786,4848369.182000000029802,Scarborough-Agincourt,NO,NO,PASS,None
20042,25 269831 STE 12 SA,Under Review ,312769.185999999986961,4838261.030000000260770,Toronto-St. Paul's,NO,NO,PASS,None
20043,26 176895 ESC 20 SA,Under Review ,321294.968999999982771,4842157.783999999985099,Scarborough Southwest,NO,NO,PASS,None
20080,22 135741 NNY 17 SA,Under Review ,317017.099999999976717,4848174.133999999612570,Don Valley North,NO,NO,PASS,None
20082,21 172654 STE 10 OZ,Under Review ,312591.469999999972060,4833804.320000000298023,Spadina-Fort York,NO,NO,PASS,None
20084,24 173799 WET 03 SA,Under Review ,304057.461000000010245,4829230.638000000268221,Etobicoke-Lakeshore,NO,NO,PASS,None
20085,26 128887 NNY 06 SB,Under Review ,308363.266999999992549,4843562.157999999821186,York Centre,NO,NO,PASS,None
20095,20 215681 ESC 22 OZ,Under Review ,319791.398999999975786,4848369.182000000029802,Scarborough-Agincourt,NO,NO,PASS,None
20100,22 168547 NNY 18 OZ,Under Review ,311469.727000000013504,4849418.106999999843538,Willowdale,NO,NO,PASS,None
20101,18 223433 WET 11 SA,Under Review ,304025.458999999973457,4839528.724999999627471,York South-Weston,NO,NO,PASS,None
20125,17 112623 NNY 15 SB,Under Review ,309318.184999999997672,4842404.226999999955297,Eglinton-Lawrence,NO,NO,PASS,None
20126,17 112623 NNY 15 SB,Under Review ,309530.248000000021420,4842271.796000000089407,Eglinton-Lawrence,NO,NO,PASS,None
20127,17 112623 NNY 15 SB,Under Review ,309400.825000000011642,4842292.447999999858439,Eglinton-Lawrence,NO,NO,PASS,None
20131,20 232714 STE 12 OZ,Under Review ,312974.098999999987427,4840395.299999999813735,Toronto-St. Paul's,NO,NO,PASS,None
20153,21 222251 ESC 24 CD,Under Review ,326471.972999999998137,4848783.701000000350177,Scarborough-Guildwood,NO,NO,PASS,None
20163,22 138885 STE 11 SA,Under Review ,312478.873000000021420,4836091.179999999701977,University-Rosedale,NO,NO,PASS,None
20168,21 231473 STE 11 CD,Under Review ,312761.742000000027474,4836956.976999999955297,University-Rosedale,NO,NO,PASS,None
20169,17 112623 NNY 15 SB,Under Review ,309361.681999999971595,4842366.841000000014901,Eglinton-Lawrence,NO,NO,PASS,None
20177,26 127882 WET 05 OZ,Under Review ,304459.004000000015367,4840344.141999999992549,York South-Weston,NO,NO,PASS,None
20178,20 219229 ESC 20 OZ,Under Review ,327136.381999999983236,4843658.321999999694526,Scarborough Southwest,NO,NO,PASS,None
20180,20 229836 WET 03 SA,Under Review ,302689.523999999975786,4828214.964999999850988,Etobicoke-Lakeshore,NO,NO,PASS,None
20192,21 235357 STE 12 SA,Under Review ,313042.267999999981839,4839935.514000000432134,Toronto-St. Paul's,NO,NO,PASS,None
20195,22 140277 NNY 06 SA,Under Review ,305585.918999999994412,4846822.185999999754131,York Centre,NO,NO,PASS,None
20202,23 137642 WET 05 SA,Under Review ,313771.025000000023283,4833625.372999999672174,Spadina-Fort York,NO,NO,PASS,None
20203,21 176811 WET 05 SA,Under Review ,307518.344999999972060,4836686.549999999813735,York South-Weston,NO,NO,PASS,None
20204,21 176811 WET 05 SA,Under Review ,307521.928000000014435,4836698.508999999612570,York South-Weston,NO,NO,PASS,None
20210,21 235119 NNY 18 CD,Under Review ,312175.867000000027474,4846375.345999999903142,Willowdale,NO,NO,PASS,None
20211,21 235119 NNY 18 CD,Under Review ,312261.483999999996740,4846354.915000000037253,Willowdale,NO,NO,PASS,None
20217,25 180696 NNY 16 OZ,Under Review ,320813.211000000010245,4842018.206000000238419,Don Valley East,NO,NO,PASS,None
20241,21 219445 STE 12 SB,Under Review ,312981.528999999980442,4840735.333999999798834,Toronto-St. Paul's,NO,NO,PASS,None
20242,21 160168 NNY 15 SA,Under Review ,317674.123000000021420,4840770.986999999731779,Don Valley West,NO,NO,PASS,None
20245,23 119677 WET 03 SA,Under Review ,304741.550999999977648,4830972.570000000298023,Etobicoke-Lakeshore,NO,NO,PASS,None
20261,23 165553 ESC 24 SA,Under Review ,325037.994000000006054,4847997.264999999664724,Scarborough-Guildwood,NO,NO,PASS,None
20263,26 185171 NNY 17 OZ,Under Review ,313605.253000000026077,4848560.053000000305474,Don Valley North,NO,NO,PASS,None
20272,26 185667 STE 12 SA,Under Review ,313294.835000000020955,4838635.680999999865890,Toronto-St. Paul's,NO,NO,PASS,None
20276,23 158820 ESC 20 SA,Under Review ,323740.164999999979045,4838798.718999999575317,Scarborough Southwest,NO,NO,PASS,None
20306,21 226522 STE 12 SB,Under Review ,313294.835000000020955,4838635.680999999865890,Toronto-St. Paul's,NO,NO,PASS,None
20310,21 234394 STE 14 SB,Under Review ,316968.103000000002794,4835049.188000000081956,Toronto-Danforth,NO,NO,PASS,None
20313,22 110426 NNY 18 SA,Under Review ,313784.489999999990687,4847045.320000000298023,Willowdale,NO,NO,PASS,None
20330,19 253732 WET 05 SA,Under Review ,305368.200000000011642,4836307.186999999918044,York South-Weston,NO,NO,PASS,None
20332,22 172659 STE 11 SA,Under Review ,314560.625000000000000,4836713.223000000230968,University-Rosedale,NO,NO,PASS,None
20334,19 243731 STE 13 SA,Under Review ,316352.543000000005122,4835304.388000000268221,Toronto Centre,NO,NO,PASS,None
20354,21 229300 WET 03 CD,Under Review ,303513.239999999990687,4833917.071999999694526,Etobicoke-Lakeshore,YES,NO,FAIL,Watercourse
20356,22 168546 NNY 18 SA,Under Review ,311469.727000000013504,4849418.106999999843538,Willowdale,NO,NO,PASS,None
20361,25 115663 NNY 15 PL,Under Review ,315098.173000000009779,4839360.036000000312924,Don Valley West,NO,NO,PASS,None
20362,26 102769 WET 03 SA,Under Review ,302698.663999999989755,4833982.321000000461936,Etobicoke-Lakeshore,NO,NO,PASS,None
20363,21 230126 STE 13 CD,Under Review ,315294.219999999972060,4834116.114000000059605,Toronto Centre,NO,NO,PASS,None
20364,21 230126 STE 13 CD,Under Review ,315285.762999999977183,4834142.875000000000000,Toronto Centre,NO,NO,PASS,None
20366,21 213475 STE 12 SA,Under Review ,311193.630999999993946,4838221.389000000432134,Toronto-St. Paul's,NO,NO,PASS,None
20367,21 213475 STE 12 SA,Under Review ,311189.179999999993015,4838235.347000000067055,Toronto-St. Paul's,NO,NO,PASS,None
20372,24 215137 NNY 16 OZ,Under Review ,318476.117000000027474,4841691.339999999850988,Don Valley East,NO,NO,PASS,None
20373,23 165549 ESC 24 SA,Under Review ,325037.994000000006054,4847997.264999999664724,Scarborough-Guildwood,NO,NO,PASS,None
20378,21 235361 STE 12 SB,Under Review ,313042.267999999981839,4839935.514000000432134,Toronto-St. Paul's,NO,NO,PASS,None
20400,21 234927 STE 12 SB,Under Review ,313087.121999999973923,4839617.286999999545515,Toronto-St. Paul's,NO,NO,PASS,None
20401,21 234927 STE 12 SB,Under Review ,313085.050999999977648,4839644.264999999664724,Toronto-St. Paul's,NO,NO,PASS,None
20411,25 187962 STE 13 SA,Under Review ,315193.673999999999069,4835489.029000000096858,Toronto Centre,NO,NO,PASS,None
20412,25 121712 STE 12 SA,Under Review ,313176.710000000020955,4838931.804999999701977,Toronto-St. Paul's,NO,NO,PASS,None
20413,25 121712 STE 12 SA,Under Review ,313151.434000000008382,4838982.126000000163913,Toronto-St. Paul's,NO,NO,PASS,None
20416,23 166963 ESC 23 SA,Under Review ,324298.655000000027940,4854462.139000000432134,Scarborough North,NO,NO,PASS,None
20417,25 180917 STE 09 OZ,Under Review ,308461.482000000018161,4837101.216000000014901,Davenport,NO,NO,PASS,None
20437,23 129057 NNY 06 SA,Under Review ,306245.873000000021420,4843062.202999999746680,York Centre,NO,NO,PASS,None
20442,26 161475 STE 14 SB,Under Review ,316709.087999999988824,4833633.427000000141561,Toronto-Danforth,NO,NO,PASS,None
20443,21 234414 STE 12 CD,Under Review ,313360.984999999986030,4838408.372999999672174,Toronto-St. Paul's,NO,NO,PASS,None
20454,20 163635 NNY 15 SB,Under Review ,313952.477000000013504,4846029.502000000327826,Don Valley West,NO,NO,PASS,None
20460,22 175297 WET 02 SA,Under Review ,299906.577999999979511,4832349.538999999873340,Etobicoke Centre,NO,NO,PASS,None
20474,21 250485 NNY 06 SA,Under Review ,309771.581999999994878,4843806.902999999932945,York Centre,NO,NO,PASS,None
20494,19 218252 STE 10 SA,Under Review ,315025.456000000005588,4833642.146999999880791,Spadina-Fort York,NO,NO,PASS,None
20495,19 218252 STE 10 SA,Under Review ,314993.347999999998137,4833574.620000000111759,Spadina-Fort York,NO,NO,PASS,None
20514,17 231670 ESC 41 SB,Under Review ,322901.901000000012573,4849433.822999999858439,Scarborough North,NO,NO,PASS,None
20519,23 138419 STE 13 SA,Under Review ,314782.162000000011176,4834301.825000000186265,Toronto Centre,NO,NO,PASS,None
20549,23 179321 NNY 08 SA,Under Review ,312720.385999999998603,4840571.890999999828637,Eglinton-Lawrence,NO,NO,PASS,None
20550,23 164025 STE 13 SA,Under Review ,314679.288999999989755,4836351.377999999560416,Toronto Centre,NO,NO,PASS,None
20559,21 217139 STE 13 SB,Under Review ,314298.673999999999069,4834652.111999999731779,Toronto Centre,NO,NO,PASS,None
20562,23 154171 ESC 20 OZ,Under Review ,325725.862000000022817,4841948.093000000342727,Scarborough Southwest,NO,NO,PASS,None
20570,22 204481 STE 10 SA,Under Review ,313635.380999999993946,4833826.906999999657273,Spadina-Fort York,NO,NO,PASS,None
20599,23 126229 NNY 18 SA,Under Review ,310804.392999999981839,4850365.748999999836087,Willowdale,NO,NO,PASS,None
20600,24 180616 STE 04 SA,Under Review ,309439.288999999989755,4834045.570000000298023,Parkdale-High Park,NO,NO,PASS,None
20601,24 251716 STE 19 SA,Under Review ,319900.272999999986496,4838285.111999999731779,Beaches-East York,NO,NO,PASS,None
20611,19 211950 WET 05 SA,Under Review ,307432.668000000005122,4836697.958999999798834,York South-Weston,NO,NO,PASS,None
20632,21 249739 STE 14 SA,Under Review ,316235.624000000010710,4837755.110000000335276,Toronto-Danforth,NO,NO,PASS,None
20633,21 235595 NNY 08 SA,Under Review ,309608.521000000007916,4840082.536999999545515,Eglinton-Lawrence,NO,NO,PASS,None
